,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue id,Venue Category
63,75023,33.014132,-96.6931235,Wingstop,33.0170427551994,-96.68417533890697,4b8f3871f964a5204b4e33e3,Wings Joint
1078,75069,33.165171,-96.629944,Landon Winery,33.1973212302981,-96.61588378422037,4b9097ecf964a520689133e3,Wine Bar
157,75024,33.071913,-96.8242602,Paciugo Frisco South,33.09445953151833,-96.81590206186455,4b915270f964a52007b333e3,Ice Cream Shop
800,75035,33.1406759763169,-96.778205234649,Family Video,33.13927385401653,-96.7850200260983,4b91aab6f964a5205bce33e3,Video Store
558,75093,33.0399256979855,-96.8096675872968,Village Health Partners – Legacy Medical Village,33.06304,-96.811578,4b9277c7f964a520d0fb33e3,Doctor's Office
270,75025,33.0875339911856,-96.7446683423545,Tony's Cafe,33.05733557208621,-96.71054221385786,4b92b0def964a520d91134e3,Café
587,75093,33.0399256979855,-96.8096675872968,Arbor Hills Nature Preserve,33.04795972176409,-96.8480375365988,4b92ba94f964a520ea1534e3,Park
1065,75069,33.165171,-96.629944,Collin County Regional Airport (TKI),33.17746288732612,-96.59229383174748,4b92e52cf964a5201d2534e3,Airport
1012,75069,33.165171,-96.629944,Eldorado Country Club,33.177132632840724,-96.65042684793724,4b930416f964a520f12e34e3,Golf Course
816,75035,33.1406759763169,-96.778205234649,Tom Thumb,33.118959,-96.8036377,4b940684f964a520456234e3,Grocery Store
1396,75072,33.1915366265987,-96.7545488535702,Papa Murphy's,33.199941453896024,-96.70630150627358,4b959af3f964a520b5ab34e3,Pizza Place
918,75036,33.14931365,-96.89679945,SONIC Drive In,33.1529102453205,-96.8890540377923,4b966d9ef964a520b4cb34e3,Fast Food Restaurant
256,75025,33.0875339911856,-96.7446683423545,Grimaldi's Pizzeria,33.08887826729159,-96.68369726301582,4b969666f964a520c0d634e3,Pizza Place
555,75093,33.0399256979855,-96.8096675872968,MI Cocina,33.05114688930743,-96.79508945809269,4b97e5e2f964a5209f1d35e3,Mexican Restaurant
1093,75069,33.165171,-96.629944,Bakers Drive-in,33.18797499916505,-96.61327043281226,4b981f8bf964a520082e35e3,Burger Joint
1286,75071,33.2324328,-96.6718598,Academy Sports + Outdoors,33.219156683939495,-96.63295805454254,4b99618cf964a520227735e3,Sporting Goods Shop
1248,75071,33.2324328,-96.6718598,The Home Depot,33.2119874,-96.6396398,4b9ad03df964a5204fd835e3,Hardware Store
381,75074,33.022388,-96.699102,Eddy's Pizza Restaurant,33.019392117722646,-96.73400507890528,4b9aea52f964a520b8e235e3,Italian Restaurant
1371,75072,33.1915366265987,-96.7545488535702,Adriatica,33.19834213726,-96.69947434890437,4b9b00d2f964a520ebea35e3,Plaza
947,75036,33.14931365,-96.89679945,Little Elm Park,33.15900213484022,-96.94712519645691,4b9bc6b0f964a520c62336e3,Park
1337,75072,33.1915366265987,-96.7545488535702,Panda Express,33.19963407951375,-96.70862018884951,4b9c2c85f964a5207e5136e3,Chinese Restaurant
1245,75071,33.2324328,-96.6718598,ZinZen Wine Bistro,33.19816716727213,-96.70714648444714,4b9ee3cbf964a520d10837e3,Wine Bar
1324,75072,33.1915366265987,-96.7545488535702,Zen Sushi,33.168414757014446,-96.73007811363914,4ba15b43f964a520a8af37e3,Asian Restaurant
1043,75069,33.165171,-96.629944,Chick-fil-A,33.129069,-96.6506994,4ba42979f964a520e58738e3,Fast Food Restaurant
1147,75070,33.1787952119977,-96.6810031311438,Delaney's Irish Pub,33.175677,-96.696688,4ba65ceff964a520774a39e3,Pub
67,75023,33.014132,-96.6931235,QuikTrip,33.01039,-96.68196,4ba76456f964a520479039e3,Convenience Store
1233,75071,33.2324328,-96.6718598,China Sun,33.216567,-96.625875,4ba7a1cef964a52055a439e3,Chinese Restaurant
423,75075,33.025501943712,-96.7440978471312,Cheyenne Park,33.03345594833139,-96.7641019821167,4ba943bcf964a52070193ae3,Soccer Field
1333,75072,33.1915366265987,-96.7545488535702,Texas Family Fitness,33.17263805970493,-96.734004051939,4ba9495bf964a520851b3ae3,Gym
1001,75069,33.165171,-96.629944,Thai Noodle Wave,33.17460300757016,-96.63903218515651,4ba9524bf964a520ad1e3ae3,Thai Restaurant
1148,75070,33.1787952119977,-96.6810031311438,Starbucks,33.172955,-96.64159,4baaa2c0f964a5208a7b3ae3,Coffee Shop
815,75035,33.1406759763169,-96.778205234649,WOGA Gymnastics,33.1278,-96.8013,4babac90f964a5202abf3ae3,Gymnastics Gym
112,75024,33.071913,-96.8242602,Mama Pita,33.07765552730352,-96.82159501081125,4bac3c0cf964a52083ec3ae3,Mediterranean Restaurant
503,75093,33.0399256979855,-96.8096675872968,Paciugo Gelato & Caffé,33.03007153237072,-96.79566727398608,4bae84cef964a52009bc3be3,Ice Cream Shop
400,75075,33.025501943712,-96.7440978471312,Braum's Ice Cream & Dairy Store,33.018537885328946,-96.74949361249114,4baeb109f964a5203ecf3be3,Ice Cream Shop
410,75075,33.025501943712,-96.7440978471312,Taco Delite,33.0210171542359,-96.75043105902215,4bb3f0c2643cd13a0939395c,Taco Place
1206,75071,33.2324328,-96.6718598,Rice Pot,33.21777577316449,-96.67777804648735,4bb4dd0e6ebfc9b69683edfa,Asian Restaurant
291,75025,33.0875339911856,-96.7446683423545,The Blue Fish Allen,33.08870836424539,-96.68444370165764,4bb52f901344b713fdfb9b04,Sushi Restaurant
343,75074,33.022388,-96.699102,The Home Depot,33.0162555,-96.706999,4bb621d646d4a593d5bbc5c0,Hardware Store
529,75093,33.0399256979855,-96.8096675872968,Panera Bread,33.0259157,-96.79184049999999,4bb6409b6edc76b063a3301c,Bakery
1372,75072,33.1915366265987,-96.7545488535702,CVS pharmacy,33.15168848430264,-96.7325691341777,4bb652732f70c9b6953c8530,Pharmacy
763,75034,33.1626066,-96.865905,The Home Depot,33.173263927927486,-96.83492302894592,4bb770462ea19521e5ebac2f,Hardware Store
448,75075,33.025501943712,-96.7440978471312,DSW Designer Shoe Warehouse,33.0207128,-96.7153022,4bb79b7498c7ef3b6e0d3002,Shoe Store
520,75093,33.0399256979855,-96.8096675872968,Charming Charlie,33.02609804437172,-96.7933783802445,4bb7a2ee3db7b713d04c209a,Accessories Store
1290,75071,33.2324328,-96.6718598,Jim's Pizza,33.214663435632204,-96.61779986018257,4bb7cb68cf2fc9b66ad09e02,Pizza Place
1293,75071,33.2324328,-96.6718598,Applebee's Grill + Bar,33.21723658,-96.63458375,4bb80f5898c7ef3be5ca3002,American Restaurant
1250,75071,33.2324328,-96.6718598,Myer's Event Center,33.27189623482443,-96.68083605568613,4bb8b8d91261d13a01d9e898,Event Space
863,75035,33.1406759763169,-96.778205234649,Ridgeview Ranch Golf Course,33.10731485630418,-96.73900380207274,4bbb5f747421a59374bcc440,Golf Course
1117,75070,33.1787952119977,-96.6810031311438,Wingstop,33.172793113218695,-96.67707558890359,4bbb82fce436ef3ba56d5564,Wings Joint
736,75034,33.1626066,-96.865905,Lowe's Home Improvement,33.1800415,-96.8885896,4bbbc9e7e436ef3b75d85564,Hardware Store
1246,75071,33.2324328,-96.6718598,Bill Smith's Cafe,33.21657841933807,-96.62766925731984,4bbcc27b593fef3bc1930256,Café
1218,75071,33.2324328,-96.6718598,Erwin Park,33.25449609756393,-96.65613592460977,4bbfc5984cdfc9b6d2e79121,Park
245,75025,33.0875339911856,-96.7446683423545,Watters Creek,33.088791494058405,-96.68383781927373,4bc0d1c0abf49521c9efbf93,Shopping Plaza
805,75035,33.1406759763169,-96.778205234649,Shawnee Trail Sports Complex,33.133359396016225,-96.78694475808517,4bc24dc074a9a5936923d3f6,Athletics & Sports
1030,75069,33.165171,-96.629944,iPic Theaters Fairview,33.13236670000001,-96.64797879999999,4bc36adbf8219c74340fb610,Movie Theater
412,75075,33.025501943712,-96.7440978471312,Calloway's Nusery,33.02187698660598,-96.73410306124202,4bc4d85c461576b0ba898032,Garden Center
910,75036,33.14931365,-96.89679945,Starbucks,33.125462,-96.888719,4bc6660a04e8b7138d07362d,Coffee Shop
832,75035,33.1406759763169,-96.778205234649,Luigi's Pasta & Pizzeria Restaurant,33.119431327436175,-96.80415012851701,4bc795040050b71375fcb83b,Pizza Place
987,75036,33.14931365,-96.89679945,Papa Murphy's Pizza,33.18087260618394,-96.88478782255117,4bc7a10f14d79521bec967e9,Pizza Place
679,75033,33.1643558838527,-96.8484972508143,School of Rock and The Vault,33.150552,-96.825281,4bc7babb0050b7130a58b93b,Music School
1360,75072,33.1915366265987,-96.7545488535702,Palio's Pizza Cafe,33.23625252718289,-96.78798460014924,4bc7bb622f94d13a1c93127f,Pizza Place
1176,75070,33.1787952119977,-96.6810031311438,Third Monday Trade Days,33.21915142419742,-96.67025164353426,4bc87f79af07a59353f0802d,Flea Market
804,75035,33.1406759763169,-96.778205234649,Frisco Athletic Center,33.12636945002513,-96.80058372728422,4bc9e549cc8cd13a3f5fbccf,Gym / Fitness Center
252,75025,33.0875339911856,-96.7446683423545,Marble Slab Creamery,33.129784,-96.732415,4bca6c2b937ca59301f4a792,Ice Cream Shop
90,75023,33.014132,-96.6931235,Frankie's Mexican Cuisine,32.99146020398199,-96.72795307979622,4bcb476f511f95215e1ab1c7,Mexican Restaurant
1145,75070,33.1787952119977,-96.6810031311438,Family Video,33.1695363820011,-96.67213190591077,4bcb47b2b6c49c74f3d69191,Video Store
1172,75070,33.1787952119977,-96.6810031311438,Run On,33.174190031411115,-96.68583116984307,4bccea6ccc8cd13a4edbc1cf,Sporting Goods Shop
109,75024,33.071913,-96.8242602,Paciugo Gelato & Caffé,33.080217665461596,-96.82294810711302,4bcfab4b41b9ef3bb1faf8e5,Ice Cream Shop
57,75023,33.014132,-96.6931235,Sherrill Park Golf Course,32.98568007666011,-96.68671519865799,4bd08858b221c9b6eeddd3d0,Golf Course
691,75033,33.1643558838527,-96.8484972508143,Scotty P's,33.17550392717082,-96.842278817588,4bd0d1e6caff9521afa1cff0,Burger Joint
1037,75069,33.165171,-96.629944,Pho Crystal Vietnamese Cuisine,33.13010497010476,-96.643032744056,4bd0e386caff9521f2d0cff0,Vietnamese Restaurant
1104,75070,33.1787952119977,-96.6810031311438,Benny's Bagels,33.174279165329686,-96.68541544557303,4bd18aff77b29c74e6b68c82,Bagel Shop
988,75036,33.14931365,-96.89679945,The Old American Golf Club,33.10215845845384,-96.92566562772502,4bd1e55a046076b092bf7271,Golf Course
1348,75072,33.1915366265987,-96.7545488535702,WestRidge Golf Course,33.19466192080692,-96.73445876093166,4bd21147046076b06c267371,Golf Course
980,75036,33.14931365,-96.89679945,Dollar Tree,33.17617427136319,-96.88983144969158,4bd21dee9854d13a1bfefa4d,Discount Store
1026,75069,33.165171,-96.629944,QuikTrip,33.179122438689106,-96.61943120921224,4bd2e7b677b29c74ba828f82,Convenience Store
1062,75069,33.165171,-96.629944,The Container Store,33.130714738708654,-96.65330554164387,4bd479a1cfa7b713a51d24da,Furniture / Home Store
785,75034,33.1626066,-96.865905,Petco,33.173534499968184,-96.84224679691373,4bd4a4795631c9b691d1a230,Pet Store
289,75025,33.0875339911856,-96.7446683423545,P.F. Chang's,33.090365156237546,-96.68327495455742,4bd4efeecfa7b713d42f25da,Chinese Restaurant
229,75025,33.0875339911856,-96.7446683423545,Deluxe Nail Spa,33.12955932415704,-96.7325353914368,4bd8cb4211dcc92856daf733,Nail Salon
198,75024,33.071913,-96.8242602,Bath & Body Works,33.09882011617444,-96.81210215402946,4bda2b65c79cc9287ddf7de9,Cosmetics Shop
1046,75069,33.165171,-96.629944,The Village At Fairview,33.131862,-96.650803,4bdb280e2a3a0f47c0afadb6,Shopping Mall
970,75036,33.14931365,-96.89679945,Taco Delite,33.15507227038788,-96.94543769813112,4bdc5c622a3a0f47fd78b2b6,Mexican Restaurant
576,75093,33.0399256979855,-96.8096675872968,Calloway's Nursery,33.0140051243343,-96.79451731988578,4bdc74d33904a5932a434e9e,Garden Center
916,75036,33.14931365,-96.89679945,Frisco Lakes Golf Club,33.138918634556475,-96.90813408197802,4bdcb0aeccf52d7f16e7786d,Golf Course
231,75025,33.0875339911856,-96.7446683423545,Old Town Creamery,33.057002563067826,-96.77162730377565,4be36114660ec928fa06cc3b,Ice Cream Shop
1309,75072,33.1915366265987,-96.7545488535702,Italian Garden,33.206891163100316,-96.73244461657492,4be3639921d5a5936d1c1911,Italian Restaurant
604,75033,33.1643558838527,-96.8484972508143,Chick-fil-A,33.1744582,-96.8411861,4be4318dbcef2d7f1e2e02e5,Fast Food Restaurant
232,75025,33.0875339911856,-96.7446683423545,CVS pharmacy,33.10049072908714,-96.7710826736224,4be595102468c928f8310043,Pharmacy
590,75093,33.0399256979855,-96.8096675872968,Prestonwood Country Club,33.04030390426323,-96.84363350272179,4be6e763cf200f4726fa143c,Golf Course
1294,75071,33.2324328,-96.6718598,Oak Hollow Golf Course,33.227223743620534,-96.61328577466219,4be96e179a54a5933a0b0b11,Golf Course
315,75074,33.022388,-96.699102,Taco Delite,33.017790593669396,-96.68641860525376,4be99359b3352d7f152254d2,Taco Place
584,75093,33.0399256979855,-96.8096675872968,SEPHORA,33.031745,-96.831699,4be9aeb4a9900f47b29f1540,Cosmetics Shop
546,75093,33.0399256979855,-96.8096675872968,Smoothie King,33.045687,-96.831989,4bebf3cb62c0c928a5ade2d4,Smoothie Shop
978,75036,33.14931365,-96.89679945,Wingstop,33.151837006056155,-96.86559798807839,4bedd42a946c0f478000a363,Wings Joint
1267,75071,33.2324328,-96.6718598,San Miguel Grill,33.215910856743044,-96.62084100717689,4beddc6f4daaa593df5a8f61,Mexican Restaurant
846,75035,33.1406759763169,-96.778205234649,Hollywood Nails & Spa,33.10521512635018,-96.8040658785562,4bef19abf97d95217ef29438,Nail Salon
273,75025,33.0875339911856,-96.7446683423545,World Market,33.096432,-96.8014437,4bf0693217880f47db462937,Furniture / Home Store
195,75024,33.071913,-96.8242602,JC's Burger House,33.09580700519125,-96.80436038954137,4bf06ac925afb7139cdc4a6f,Burger Joint
103,75024,33.071913,-96.8242602,Bob's Steak & Chop House,33.0776378472458,-96.82041332677198,4bf5c40e94b2a593b44bacee,Steakhouse
1020,75069,33.165171,-96.629944,A & D Buffalo,33.18089264614872,-96.61785022857666,4bf5e273004ed13ae39941a0,Restaurant
833,75035,33.1406759763169,-96.778205234649,Starbucks,33.10984392983923,-96.7665384136868,4bf6cca9b182c9b6e683745a,Coffee Shop
40,75023,33.014132,-96.6931235,Walgreens,33.030737305024275,-96.68368130922318,4bf6e674b182c9b6bbb8745a,Pharmacy
549,75093,33.0399256979855,-96.8096675872968,The Red Door Spa,33.03199,-96.831133,4bf6f9135ec320a1422186d3,Spa
1295,75071,33.2324328,-96.6718598,Pride Burger,33.212953999999996,-96.616012,4bf71b2f8d30d13a066efe17,Burger Joint
1063,75069,33.165171,-96.629944,Chestnut Square Farmer's Market,33.19467926830528,-96.61313450370204,4bf7d730b182c9b6204f765a,Farmers Market
296,75025,33.0875339911856,-96.7446683423545,Enfield Park,33.0679589294972,-96.70540301729747,4bf811845ec320a1200988d3,Baseball Field
745,75034,33.1626066,-96.865905,Frisco Family YMCA,33.152141206731486,-96.85991099111817,4bf9a2325efe2d7f52946c34,Gym
776,75034,33.1626066,-96.865905,FieldhouseUSA,33.16151642987147,-96.82990509653234,4bf9aecf4a67c928774c27cf,Basketball Court
819,75035,33.1406759763169,-96.778205234649,Emler Swim School,33.1365147,-96.8054804,4bfae5e8d0382d7f24f1c80a,Gym Pool
132,75024,33.071913,-96.8242602,Frito-Lay,33.07713426581229,-96.84347490384656,4bfeb6df05672d7ff2930a04,Office
210,75025,33.0875339911856,-96.7446683423545,Wendy's,33.10031964076652,-96.73164151151468,4bfec8494e5d0f477f277d1f,Fast Food Restaurant
394,75074,33.022388,-96.699102,Spring Creek Nature Trail,32.997355261581305,-96.70212259414986,4c0142b5d715c928dfcbfce3,Trail
807,75035,33.1406759763169,-96.778205234649,Frisco Mercantile,33.15140971433344,-96.80234358579402,4c02acee39d476b08efc2ea7,Antique Shop
779,75034,33.1626066,-96.865905,Panda Express,33.18013712781202,-96.88658139757207,4c02effef423a593bb91cf16,Chinese Restaurant
1115,75070,33.1787952119977,-96.6810031311438,Imperial Garden & Grill,33.173233882641796,-96.67828285933801,4c06ff5ecf8c76b006713b65,Chinese Restaurant
1027,75069,33.165171,-96.629944,Smoothie King,33.172212,-96.638339,4c07c6bb271dc9b69b542b9a,Smoothie Shop
1370,75072,33.1915366265987,-96.7545488535702,Rosati's Pizza,33.172127,-96.734183,4c083ea37e3fc928bb0cf082,Pizza Place
1300,75072,33.1915366265987,-96.7545488535702,The Clubhouse @ The Reserve,33.19367227338717,-96.75591653966842,4c0993b3a1b32d7ffef797f0,Pool
1155,75070,33.1787952119977,-96.6810031311438,Gabe Nesbitt Community Park,33.171806649301885,-96.71031351685235,4c0998fd7e3fc928254df282,Baseball Field
1287,75071,33.2324328,-96.6718598,GNC,33.219854,-96.638612,4c09a3477e3fc9281b63f282,Supplement Shop
1140,75070,33.1787952119977,-96.6810031311438,Silk Road Thai Cuisine,33.19841423759862,-96.70813429503465,4c0af417340720a11d6f8793,Thai Restaurant
124,75024,33.071913,-96.8242602,Benihana,33.0806043131469,-96.82251083037951,4c0afa76a1b32d7f6b5f9af0,Japanese Restaurant
253,75025,33.0875339911856,-96.7446683423545,Sunny Donut,33.07015158726656,-96.7708108766955,4c0ba4e2a1b32d7f98439bf0,Bakery
1067,75069,33.165171,-96.629944,Heritage Ranch Country Club,33.13834009108217,-96.59380084945636,4c0c30026071a5930a73e232,Building
77,75023,33.014132,-96.6931235,Besa's Pizza,32.9845621148066,-96.68191007413058,4c0d27da2466a59373237721,Italian Restaurant
975,75036,33.14931365,-96.89679945,Corner Store,33.1527151,-96.890187,4c0d8b55d64c0f4737ea265d,Convenience Store
251,75025,33.0875339911856,-96.7446683423545,Chick-fil-A,33.057908,-96.7697334,4c0e517d98102d7f4f6ae306,Fast Food Restaurant
891,75035,33.1406759763169,-96.778205234649,Great Clips,33.1283853,-96.7325552,4c101cd3b93cc9b6d13e56e0,Salon / Barbershop
163,75024,33.071913,-96.8242602,Three Dog Bakery,33.04453886508133,-96.82803001736839,4c112532b93cc9b6ede157e0,Pet Store
954,75036,33.14931365,-96.89679945,Walgreens,33.153944164398695,-96.8647800385952,4c164c6d77cea5933172d360,Pharmacy
84,75023,33.014132,-96.6931235,Foxboro Park,32.98946677503194,-96.69863341017235,4c165059a5eb76b0fd9ac4b7,Park
1190,75070,33.1787952119977,-96.6810031311438,TPC Craig Ranch,33.140778,-96.71972799999999,4c1cb994b9f876b066507c46,Golf Course
1185,75070,33.1787952119977,-96.6810031311438,The Great Outdoors,33.171804762630096,-96.63554462752141,4c1d075ab9f876b03be07c46,Deli / Bodega
1040,75069,33.165171,-96.629944,Mom and Popcorn,33.19726190022722,-96.61438942878839,4c1fd390b306c928650669b7,Snack Place
1163,75070,33.1787952119977,-96.6810031311438,Belk,33.175269,-96.642715,4c210725132f0f472fa3a796,Department Store
1380,75072,33.1915366265987,-96.7545488535702,Stonebridge Ranch C.C. - Hills Course,33.180252272573384,-96.6941882895398,4c23f314f1272d7ff44d82c5,Golf Course
1031,75069,33.165171,-96.629944,Square Burger,33.19782757746856,-96.6158796111778,4c2683f0136d20a13b84e561,Burger Joint
203,75025,33.0875339911856,-96.7446683423545,Angelo & Vito's Pizzeria,33.07246803807163,-96.74896594301384,4c2a22749fb5d13a9e349c57,Pizza Place
411,75075,33.025501943712,-96.7440978471312,Mama's Pizza,33.040731480071166,-96.73568128479458,4c2cbf862219c928ba92a648,Pizza Place
821,75035,33.1406759763169,-96.778205234649,Salon M,33.12128563141821,-96.80721597332852,4c2df0cb4e132d7fe7339ddf,Salon / Barbershop
1033,75069,33.165171,-96.629944,Patina Green,33.19786763470127,-96.6149636419938,4c2f5b7f7cc0c9b6f384eb9a,Café
1265,75071,33.2324328,-96.6718598,Papa John's Pizza,33.198949845333665,-96.64291749757058,4c2f9e26a0ced13a07e2106e,Pizza Place
973,75036,33.14931365,-96.89679945,Cottonwood Creek Marina,33.14269213158196,-96.94269635653598,4c3148c33896e21e1be1e690,Harbor / Marina
951,75036,33.14931365,-96.89679945,Beach,33.15932134701123,-96.9474727340754,4c32610d3896e21e5c74e890,Beach
1317,75072,33.1915366265987,-96.7545488535702,Grand Nail Salon,33.200562434512776,-96.71167153829529,4c338fb17cc0c9b67c01f29a,Nail Salon
1336,75072,33.1915366265987,-96.7545488535702,SONIC Drive In,33.2060401895823,-96.7321756482124,4c33915e3896e21ed03fea90,Fast Food Restaurant
1253,75071,33.2324328,-96.6718598,Chili's Grill & Bar,33.218060853171956,-96.63490583988755,4c34cd2e30830328776c0c16,Tex-Mex Restaurant
1270,75071,33.2324328,-96.6718598,Hank's Texas Grill,33.209552855175396,-96.6369765509539,4c37a218ae2da593333fffc5,American Restaurant
261,75025,33.0875339911856,-96.7446683423545,Mattison Salon Suite & Spa,33.08727356127119,-96.68340983008413,4c38ba5d18e72d7fc9e018f5,Salon / Barbershop
459,75075,33.025501943712,-96.7440978471312,Amy's Hallmark,33.01967902043209,-96.71596371114192,4c38e40c1e06d13ac5a1783e,Gift Shop
80,75023,33.014132,-96.6931235,Taco Bueno,33.00586222142399,-96.68293099673207,4c3b64f9e927b71372665eb2,Mexican Restaurant
857,75035,33.1406759763169,-96.778205234649,Gloria's,33.10490660151644,-96.80959781380949,4c3e3afa0e0d0f471245157f,Latin American Restaurant
1308,75072,33.1915366265987,-96.7545488535702,Diamond Nails,33.20327467244522,-96.73055202086697,4c408e4e3735be9aa00217a4,Nail Salon
212,75025,33.0875339911856,-96.7446683423545,Jack Carter Pool,33.06590544011645,-96.74747717664359,4c40a53cd691c9b6de838b0a,Pool
595,75093,33.0399256979855,-96.8096675872968,Victoria's Secret PINK,33.030454334349955,-96.83298949884393,4c423b22d691c9b6850e8e0a,Lingerie Store
1164,75070,33.1787952119977,-96.6810031311438,Dr Pepper StarCenter,33.14301015975064,-96.7044034000572,4c42562ce26920a1e0f65fe7,Skating Rink
927,75036,33.14931365,-96.89679945,Roma's Pizza and Pasta,33.168952200413536,-96.90743268323894,4c48e7276594be9a9a005a24,Italian Restaurant
652,75033,33.1643558838527,-96.8484972508143,Soccer City,33.15187978428503,-96.8277800402691,4c4a0d5d46240f47f2b948f1,Sporting Goods Shop
385,75074,33.022388,-96.699102,Outback Steakhouse,33.02064603172609,-96.71121660201291,4c4a2fd39c8d2d7fc4ef2869,Steakhouse
1219,75071,33.2324328,-96.6718598,Stonebridge Beach & Tennis Club,33.197686796997594,-96.7005443572998,4c4b2d4fc668e21edf7fb6f9,Pool
1099,75069,33.165171,-96.629944,Antique Co Mall,33.198297,-96.614553,4c4f20bbea24c9b6cb9dd416,Antique Shop
1280,75071,33.2324328,-96.6718598,CVS pharmacy,33.19621539286639,-96.63820702026696,4c50edce3940be9a7a410108,Pharmacy
208,75025,33.0875339911856,-96.7446683423545,Salsa Tex Mex,33.07103169882441,-96.75192001878087,4c53174830f92d7ff2bf38b8,Mexican Restaurant
1156,75070,33.1787952119977,-96.6810031311438,Donuts Bliss,33.17377991528931,-96.70041832195193,4c56cafa30d82d7f4d46d862,Donut Shop
190,75024,33.071913,-96.8242602,Nordstrom,33.1000427,-96.8122348,4c570b9bb7a31b8d44594fda,Department Store
139,75024,33.071913,-96.8242602,Chuy's,33.05178044682378,-96.829124546374,4c5caf0b7f661b8d6565491c,Mexican Restaurant
575,75093,33.0399256979855,-96.8096675872968,Willow Bend Playground,33.03048467372633,-96.83273360534125,4c617b0c54ac0f47ef05b821,Playground
1296,75071,33.2324328,-96.6718598,Lonestar Food Store/Alon,33.208131,-96.615431,4c64051fde1b2d7f031de670,Gas Station
298,75025,33.0875339911856,-96.7446683423545,Sichuanese Cuisine,33.05869124599522,-96.69523371842766,4c703b6dd7fab1f7ece45dc9,Chinese Restaurant
1041,75069,33.165171,-96.629944,Gloria's,33.13305763309095,-96.6507810449865,4c70454fb3ce224b7e6a73c6,Latin American Restaurant
965,75036,33.14931365,-96.89679945,FC Dallas Soccer Fields,33.15691839374224,-96.83651578742497,4c75b662ff1fb60c0422f7a7,Soccer Field
778,75034,33.1626066,-96.865905,Plush Beauty Bar,33.15483823993908,-96.83951079138583,4c793eee566db60cbe29440e,Salon / Barbershop
839,75035,33.1406759763169,-96.778205234649,Floyd's 99 Barbershop,33.1069032454827,-96.80639179579225,4c7d39b79221236a57917e3d,Salon / Barbershop
928,75036,33.14931365,-96.89679945,Beard Park,33.16336768501631,-96.93212860378449,4c82686851ada1cdc3d21b10,Park
630,75033,33.1643558838527,-96.8484972508143,Frisco CrossFit,33.15602837291355,-96.83942613246663,4c877220b504a1431541b61c,Gym
1182,75070,33.1787952119977,-96.6810031311438,Stonebridge Ranch,33.19397402145318,-96.72801682212824,4c8aca0e1797236aca136588,Farm
254,75025,33.0875339911856,-96.7446683423545,Taste Of The Islands Caribbean Restaurant,33.05745645347626,-96.71155122051402,4c8adfd59ef0224be83f5f7b,Caribbean Restaurant
1169,75070,33.1787952119977,-96.6810031311438,Dos Charros Tex-Mex Restaurant,33.168870695928504,-96.67096472776956,4c9262d457e5b60cb0a5681c,Mexican Restaurant
682,75033,33.1643558838527,-96.8484972508143,Coffee N Cream,33.174752382032715,-96.84589374036372,4c92784df600236a6359bd32,Bakery
1157,75070,33.1787952119977,-96.6810031311438,The Beach at Craig Ranch,33.1506631,-96.7022076,4c92a5c5418ea1cdd1cda685,Beach
413,75075,33.025501943712,-96.7440978471312,Vision Martial Arts,33.020789673945416,-96.75195696025486,4c92b0bff600236af551bf32,Martial Arts Dojo
145,75024,33.071913,-96.8242602,Whiskey Cake Kitchen & Bar,33.048543,-96.830647,4c93a8a4533aa0938e04b845,New American Restaurant
1161,75070,33.1787952119977,-96.6810031311438,Stonebridge Ranch Country Club,33.19494854217007,-96.71250432729721,4c96789f82b56dcba7e3e1aa,Building
1052,75069,33.165171,-96.629944,Mr. Gatti's Pizza,33.17155509120216,-96.64457689521427,4c97a4b2f244b1f74a623e1d,Pizza Place
1091,75069,33.165171,-96.629944,Tuesday Morning,33.1969865301412,-96.63705646991735,4c9935c7db10b60c382c886d,Discount Store
111,75024,33.071913,-96.8242602,Seasons 52,33.07837332518528,-96.82278276936147,4c9a9943b8e9224b4b614f3d,New American Restaurant
1269,75071,33.2324328,-96.6718598,Bath & Body Works,33.2163312242704,-96.63986921899048,4c9b7e7ddf1b9eb0774b6e8f,Cosmetics Shop
838,75035,33.1406759763169,-96.778205234649,Platia Greek Kouzina,33.103939145717696,-96.80875308986231,4ca23dedb0ff8cfac624ad5e,Greek Restaurant
1387,75072,33.1915366265987,-96.7545488535702,Wells Fargo,33.217986955116366,-96.73333235465634,4ca3a52a554b236a5e7b2848,Bank
811,75035,33.1406759763169,-96.778205234649,Dairy Queen,33.14928428788255,-96.80378559402148,4ca3e765f832a1cd47dea1e5,Fast Food Restaurant
1123,75070,33.1787952119977,-96.6810031311438,Cavalli Pizzeria Napoletana,33.19837915253019,-96.70779824097755,4ca91161d971b1f7f71b1be1,Italian Restaurant
1051,75069,33.165171,-96.629944,Whole Foods Market,33.13097125726671,-96.65650172667111,4cadd2c88c48a09323136f2c,Grocery Store
215,75025,33.0875339911856,-96.7446683423545,Hoblitzelle Park Trail,33.077713,-96.72193,4cb4f876e262b60c7e5864e0,Park
884,75035,33.1406759763169,-96.778205234649,Tupy's Mexican Food Supreme,33.12259491254957,-96.82487103753046,4cb8f1b243ec6dcb9fc59931,Mexican Restaurant
221,75025,33.0875339911856,-96.7446683423545,SportClips,33.073977272738986,-96.77148878574371,4cbdd64190c9a143ddbfa3d6,Cosmetics Shop
